A|2903|13151380|1018359|1|4327691|1018349||48|5|0|2022-01-19|2022-01-19||R|RSEG||0.00|0.00|493.0000|493.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.00000000|0.00000|12325.00|12325.00|0.00000|||25.00000000|4/2/2026 12:30:35 AM
A|2903|13151380|1256780|1|435696|1256770||48|5|0|2022-03-16|2022-03-16||R|RSEG||0.00|0.00|498.0000|498.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||24.15000000|0.00000|12026.70|12026.70|0.00000|||24.15000000|4/2/2026 12:30:35 AM
A|2903|13151380|1410466|1|7274852|1410456||48|5|0|2024-01-15|2024-01-15||R|RSEG||0.00|0.00|470.0000|470.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||24.73000000|0.00000|11623.10|11623.10|0.00000|||24.73000000|4/2/2026 12:30:35 AM
A|2903|13151380|1464673|1|5488646|1464693||48|5|0|2025-11-07|2025-11-07||R|RSEG||0.00|0.00|511.0000|511.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.10000000|0.00000|12826.10|12826.10|0.00000|||25.10000000|4/2/2026 12:30:35 AM
A|2903|13151380|1700467|1|0|1700457||48|5|0|2021-08-25|||C|RSEG||0.00|0.00|500.0000|500.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||28.54000000|0.00000|14270.00|14270.00|0.00000|||28.54000000|4/2/2026 12:30:35 AM
A|2903|13151380|1856789|1|7274632|1856799||48|5|0|2026-01-15|2026-01-15||R|RSEG||0.00|0.00|473.0000|473.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||24.99000000|0.00000|11820.27|11820.27|0.00000|||24.99000000|4/2/2026 12:30:35 AM
A|2903|13151380|1856815|1|301004|1856805||48|5|0|2024-10-23|2024-10-23||R|RSEG||0.00|0.00|397.0000|397.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||24.96000000|0.00000|9909.12|9909.12|0.00000|||24.96000000|4/2/2026 12:30:35 AM
A|2903|13151380|2151797|1|5807344|2151787||48|5|0|2026-03-11|2026-03-11||R|RSEG||0.00|0.00|428.0000|428.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.51000000|0.00000|10918.28|10918.28|0.00000|||25.51000000|4/2/2026 12:30:35 AM
A|2903|13151380|2729591|1|1538561|2729581||48|5|0|2024-03-04|2024-03-04||R|RSEG||0.00|0.00|492.0000|492.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.25000000|0.00000|12423.00|12423.00|0.00000|||25.25000000|4/2/2026 12:30:35 AM
A|2903|13151380|2853814|1|7705726|2853804||48|5|0|2024-08-05|2024-08-05||R|RSEG||0.00|0.00|471.0000|471.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.37000000|0.00000|11949.27|11949.27|0.00000|||25.37000000|4/2/2026 12:30:35 AM
A|2903|13151380|2864656|1|9295133|2864646||48|5|0|2025-12-08|2025-12-08||R|RSEG||0.00|0.00|435.0000|435.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.05000000|0.00000|10896.75|10896.75|0.00000|||25.05000000|4/2/2026 12:30:35 AM
A|2903|13151380|2864637|1|158875|2864647||48|5|0|2024-08-08|2024-08-08||R|RSEG||0.00|0.00|396.0000|396.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.01950000|0.00000|9907.72|9907.72|0.00000|||25.01950000|4/2/2026 12:30:35 AM
A|2903|13151380|3015552|1|3815881|3015542||48|5|0|2021-10-22|2021-10-22||C|RSEG||0.00|0.00|48.0000|48.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||44.63000000|0.00000|2142.24|2142.24|0.00000|||44.63000000|4/2/2026 12:30:35 AM
A|2903|13151380|3026766|1|299198|3026756||48|5|0|2024-04-08|2024-04-08||R|RSEG||0.00|0.00|493.0000|493.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.65020000|0.00000|12645.54|12645.54|0.00000|||25.65020000|4/2/2026 12:30:35 AM
A|2903|13151380|3253504|1|3349271|3253594||48|5|0|2026-02-06|2022-08-05||R|RSEG||0.00|0.00|245.0000|245.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.30000000|0.00000|6198.50|6198.50|0.00000|||25.30000000|4/2/2026 12:30:35 AM
A|2903|13151380|3290280|1|9060029|3290270||48|5|0|2023-10-31|2023-10-31||R|RSEG||0.00|0.00|498.0000|498.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.34000000|0.00000|12619.32|12619.32|0.00000|||25.34000000|4/2/2026 12:30:35 AM
A|2903|13151380|3290465|1|9294116|3290455||48|5|0|2025-12-08|2025-12-08||R|RSEG||0.00|0.00|433.0000|433.0000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|||25.33000000|0.00000|10967.89|10967.89|0.00000|||25.33000000|4/2/2026 12:30:35 AM
